ProjectID,Project-Number,Name,Address,Geometry,LocationJSON
112790,20-134,Erie North Water Reclamation Facility,"501 State Hwy 52, Erie, CO 80516, USA","{""location"":{""lat"":40.0876404,""lng"":-105.0454163},""viewport"":{""east"":-105.0440673197085,""north"":40.08898938029149,""south"":40.0862914197085,""west"":-105.0467652802915}}","{""Street1"":""501 State Hwy 52"",""Street2"":null,""City"":""Erie"",""State"":""CO"",""Zip"":""80516-9315"",""Country"":""USA"",""GooglePlaceID"":""EiU1MDEgU3RhdGUgSHd5IDUyLCBFcmllLCBDTyA4MDUxNiwgVVNBIjESLwoUChIJI3gzAzL2a4cRGvnqbciYIQgQ9QMqFAoSCYVfjm_AJ2yHEa4_qNe6aYiY"",""CityStateString"":""Erie, CO"",""Address_HTML"":""<span class=\""street-address\"">501 State Hwy 52</span>, <span class=\""locality\"">Erie</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">80516-9315</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""501 State Hwy 52, Erie, CO 80516, USA"",""Address_Vicinity"":""Erie"",""DistanceToHME"":""{\""DistanceMeters\"":898182,\""DistanceMiles\"":558.1058073495967,\""DistanceText\"":\""558 mi\"",\""DurationDays\"":0.98625,\""DurationMinutes\"":473.4,\""DurationSeconds\"":28404,\""DurationText\"":\""7 hours 53 mins\"",\""TransitDurationText\"":\""7 hours, 56 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":40.0876404,\""lng\"":-105.0454163},\""viewport\"":{\""east\"":-105.0440673197085,\""north\"":40.08898938029149,\""south\"":40.0862914197085,\""west\"":-105.0467652802915}}""}"
112851,20-137,Sister Grove 2.30 Dewatering Pkg.,"3360 FM2933, McKinney, TX 75071, USA","{""location"":{""lat"":33.23189719999999,""lng"":-96.56158099999999},""viewport"":{""east"":-96.56046356970849,""north"":33.23351233029148,""south"":33.23081436970848,""west"":-96.5631615302915}}","{""Street1"":""3360 FM2933"",""Street2"":null,""City"":""McKinney"",""State"":""TX"",""Zip"":""75071"",""Country"":""USA"",""GooglePlaceID"":""ChIJecvg920NTIYREBBG4ZneX6w"",""CityStateString"":""McKinney, TX"",""Address_HTML"":""<span class=\""street-address\"">3360 FM2933</span>, <span class=\""locality\"">McKinney</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">75071</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3360 FM2933, McKinney, TX 75071, USA"",""Address_Vicinity"":""McKinney"",""DistanceToHME"":""{\""DistanceMeters\"":804727,\""DistanceMiles\"":500.0354182459891,\""DistanceText\"":\""500 mi\"",\""DurationDays\"":0.9232638888888889,\""DurationMinutes\"":443.1666666666667,\""DurationSeconds\"":26590,\""DurationText\"":\""7 hours 23 mins\"",\""TransitDurationText\"":\""7 hours, 22 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":33.23189719999999,\""lng\"":-96.56158099999999},\""viewport\"":{\""east\"":-96.56046356970849,\""north\"":33.23351233029148,\""south\"":33.23081436970848,\""west\"":-96.5631615302915}}""}"
112853,20-138,Sister Grove 2.10 - Yard Pipe,"3360 FM2933, McKinney, TX 75071, USA","{""location"":{""lat"":33.23189719999999,""lng"":-96.56158099999999},""viewport"":{""east"":-96.56046356970849,""north"":33.23351233029148,""south"":33.23081436970848,""west"":-96.5631615302915}}","{""Street1"":""3360 FM2933"",""Street2"":null,""City"":""McKinney"",""State"":""TX"",""Zip"":""75071"",""Country"":""USA"",""GooglePlaceID"":""ChIJecvg920NTIYREBBG4ZneX6w"",""CityStateString"":""McKinney, TX"",""Address_HTML"":""<span class=\""street-address\"">3360 FM2933</span>, <span class=\""locality\"">McKinney</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">75071</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3360 FM2933, McKinney, TX 75071, USA"",""Address_Vicinity"":""McKinney"",""DistanceToHME"":""{\""DistanceMeters\"":804727,\""DistanceMiles\"":500.0354182459891,\""DistanceText\"":\""500 mi\"",\""DurationDays\"":0.9232638888888889,\""DurationMinutes\"":443.1666666666667,\""DurationSeconds\"":26590,\""DurationText\"":\""7 hours 23 mins\"",\""TransitDurationText\"":\""7 hours, 22 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":33.23189719999999,\""lng\"":-96.56158099999999},\""viewport\"":{\""east\"":-96.56046356970849,\""north\"":33.23351233029148,\""south\"":33.23081436970848,\""west\"":-96.5631615302915}}""}"
112876,20-140,South Mesquite Creek,"3500 Lawson Rd, Mesquite, TX 75181, USA","{""location"":{""lat"":32.7161822,""lng"":-96.5482324},""viewport"":{""east"":-96.54688341970851,""north"":32.7175311802915,""south"":32.7148332197085,""west"":-96.54958138029151}}","{""Street1"":""3500 Lawson Rd"",""Street2"":null,""City"":""Mesquite"",""State"":""TX"",""Zip"":""75181-3310"",""Country"":""USA"",""GooglePlaceID"":""EiczNTAwIExhd3NvbiBSZCwgTWVzcXVpdGUsIFRYIDc1MTgxLCBVU0EiMRIvChQKEgkBuGpwPLBOhhF92MZOHJeUlBCsGyoUChIJpyJsAdCvToYRyTM3aeNJEw4"",""CityStateString"":""Mesquite, TX"",""Address_HTML"":""<span class=\""street-address\"">3500 Lawson Rd</span>, <span class=\""locality\"">Mesquite</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">75181-3310</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3500 Lawson Rd, Mesquite, TX 75181, USA"",""Address_Vicinity"":""Mesquite"",""DistanceToHME"":""{\""DistanceMeters\"":842630,\""DistanceMiles\"":523.5873090832267,\""DistanceText\"":\""524 mi\"",\""DurationDays\"":0.9564930555555555,\""DurationMinutes\"":459.1166666666667,\""DurationSeconds\"":27547,\""DurationText\"":\""7 hours 39 mins\"",\""TransitDurationText\"":\""7 hours, 41 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":32.7161822,\""lng\"":-96.5482324},\""viewport\"":{\""east\"":-96.54688341970851,\""north\"":32.7175311802915,\""south\"":32.7148332197085,\""west\"":-96.54958138029151}}""}"
112879,20-143,Lake Georgetown Chemical Feed System,"2050 Cedar Breaks Rd, Georgetown, TX 78628, USA","{""location"":{""lat"":30.6662738,""lng"":-97.7383673},""viewport"":{""east"":-97.73701831970848,""north"":30.6676227802915,""south"":30.6649248197085,""west"":-97.73971628029149}}","{""Street1"":""2050 Cedar Breaks Rd"",""Street2"":null,""City"":""Georgetown"",""State"":""TX"",""Zip"":""78628"",""Country"":""USA"",""GooglePlaceID"":""Ei8yMDUwIENlZGFyIEJyZWFrcyBSZCwgR2VvcmdldG93biwgVFggNzg2MjgsIFVTQSIxEi8KFAoSCeegViaH1USGEWH5TizkpC8ZEIIQKhQKEgnlx5GCiNVEhhHisfevUjUM-w"",""CityStateString"":""Georgetown, TX"",""Address_HTML"":""<span class=\""street-address\"">2050 Cedar Breaks Rd</span>, <span class=\""locality\"">Georgetown</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">78628</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2050 Cedar Breaks Rd, Georgetown, TX 78628, USA"",""Address_Vicinity"":""Georgetown"",""DistanceToHME"":""{\""DistanceMeters\"":1066588,\""DistanceMiles\"":662.7487044378441,\""DistanceText\"":\""663 mi\"",\""DurationDays\"":1.2074305555555556,\""DurationMinutes\"":579.5666666666667,\""DurationSeconds\"":34774,\""DurationText\"":\""9 hours 40 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 41 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":30.6662738,\""lng\"":-97.7383673},\""viewport\"":{\""east\"":-97.73701831970848,\""north\"":30.6676227802915,\""south\"":30.6649248197085,\""west\"":-97.73971628029149}}""}"
113117,20-156,Goose Pasture Tarn Dam Rehabilitation,"271 Lakeshore Loop, Blue River, CO 80424, USA","{""location"":{""lat"":39.45540199999999,""lng"":-106.032505},""viewport"":{""east"":-106.0314464697085,""north"":39.45688738029149,""south"":39.45418941970849,""west"":-106.0341444302915}}","{""Street1"":""271 Lakeshore Loop"",""Street2"":null,""City"":""Blue River"",""State"":""CO"",""Zip"":""80424"",""Country"":""USA"",""GooglePlaceID"":""ChIJ59fgxen2aocRiVvdwxI3IFI"",""CityStateString"":""Blue River, CO"",""Address_HTML"":""<span class=\""street-address\"">271 Lakeshore Loop</span>, <span class=\""locality\"">Blue River</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">80424</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""271 Lakeshore Loop, Blue River, CO 80424, USA"",""Address_Vicinity"":""Blue River"",""DistanceToHME"":""{\""DistanceMeters\"":999784,\""DistanceMiles\"":621.2385201386904,\""DistanceText\"":\""621 mi\"",\""DurationDays\"":1.154826388888889,\""DurationMinutes\"":554.3166666666667,\""DurationSeconds\"":33259,\""DurationText\"":\""9 hours 14 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 12 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.45540199999999,\""lng\"":-106.032505},\""viewport\"":{\""east\"":-106.0314464697085,\""north\"":39.45688738029149,\""south\"":39.45418941970849,\""west\"":-106.0341444302915}}""}"
113667,20-175,Armourdale  Unit and CID Unit Pump Station Modifications,"Levee Rd, Kansas City, KS, USA","{""location"":{""lat"":39.0890506,""lng"":-94.66471779999999},""viewport"":{""east"":-94.6633688197085,""north"":39.0903995802915,""south"":39.0877016197085,""west"":-94.6660667802915}}","{""Street1"":""Levee Rd"",""Street2"":null,""City"":""Kansas City"",""State"":""KS"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""Eh5MZXZlZSBSZCwgS2Fuc2FzIENpdHksIEtTLCBVU0EiLiosChQKEgnB7h0bMPLAhxF5UO9CjesgPRIUChIJFTXPJ-SMwIcRBR7DcHt3d9w"",""CityStateString"":""Kansas City, KS"",""Address_HTML"":""<span class=\""street-address\"">Levee Rd</span>, <span class=\""locality\"">Kansas City</span>, <span class=\""region\"">KS</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Levee Rd, Kansas City, KS, USA"",""Address_Vicinity"":""Kansas City"",""DistanceToHME"":""{\""DistanceMeters\"":105410,\""DistanceMiles\"":65.49890017025614,\""DistanceText\"":\""65.5 mi\"",\""DurationDays\"":0.13052083333333334,\""DurationMinutes\"":62.65,\""DurationSeconds\"":3759,\""DurationText\"":\""1 hour 3 mins\"",\""TransitDurationText\"":\""1 hour, 3 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0890506,\""lng\"":-94.66471779999999},\""viewport\"":{\""east\"":-94.6633688197085,\""north\"":39.0903995802915,\""south\"":39.0877016197085,\""west\"":-94.6660667802915}}""}"
113950,20-187,Sister Grove 1.40 - Headworks,"3360 FM2933, McKinney, TX 75071, USA","{""location"":{""lat"":33.2330941,""lng"":-96.5751391},""viewport"":{""east"":-96.57379011970849,""north"":33.23444308029149,""south"":33.23174511970849,""west"":-96.5764880802915}}","{""Street1"":""3360 FM2933"",""Street2"":null,""City"":""McKinney"",""State"":""TX"",""Zip"":""75071"",""Country"":""USA"",""GooglePlaceID"":""EiQzMzYwIEZNMjkzMywgTWNLaW5uZXksIFRYIDc1MDcxLCBVU0EiMRIvChQKEgmpcPcaYw1MhhEi_gudzvKNLhCgGioUChIJZQyY9UQNTIYRc6HcBtAnvrE"",""CityStateString"":""McKinney, TX"",""Address_HTML"":""<span class=\""street-address\"">3360 FM2933</span>, <span class=\""locality\"">McKinney</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">75071</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3360 FM2933, McKinney, TX 75071, USA"",""Address_Vicinity"":""McKinney"",""DistanceToHME"":""{\""DistanceMeters\"":803495,\""DistanceMiles\"":499.2698870344365,\""DistanceText\"":\""499 mi\"",\""DurationDays\"":0.9205902777777778,\""DurationMinutes\"":441.8833333333333,\""DurationSeconds\"":26513,\""DurationText\"":\""7 hours 22 mins\"",\""TransitDurationText\"":\""7 hours, 22 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":33.2330941,\""lng\"":-96.5751391},\""viewport\"":{\""east\"":-96.57379011970849,\""north\"":33.23444308029149,\""south\"":33.23174511970849,\""west\"":-96.5764880802915}}""}"
114689,21-015,Solids Dewatering Improvements Northeast WRRF,"7000 N 70th St, Lincoln, NE 68507, USA","{""location"":{""lat"":40.8825955,""lng"":-96.62324219999999},""viewport"":{""east"":-96.62253036970849,""north"":40.8839456802915,""south"":40.8812477197085,""west"":-96.6252283302915}}","{""Street1"":""7000 N 70th St"",""Street2"":null,""City"":""Lincoln"",""State"":""NE"",""Zip"":""68507"",""Country"":""USA"",""GooglePlaceID"":""ChIJ5ayLrqm7locRaWFRGL_V-xE"",""CityStateString"":""Lincoln, NE"",""Address_HTML"":""<span class=\""street-address\"">7000 N 70th St</span>, <span class=\""locality\"">Lincoln</span>, <span class=\""region\"">NE</span> <span class=\""postal-code\"">68507</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""7000 N 70th St, Lincoln, NE 68507, USA"",""Address_Vicinity"":""Lincoln"",""DistanceToHME"":""{\""DistanceMeters\"":265666,\""DistanceMiles\"":165.07760945480757,\""DistanceText\"":\""165 mi\"",\""DurationDays\"":0.34079861111111115,\""DurationMinutes\"":163.58333333333334,\""DurationSeconds\"":9815,\""DurationText\"":\""2 hours 44 mins\"",\""TransitDurationText\"":\""2 hours, 44 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":40.8825955,\""lng\"":-96.62324219999999},\""viewport\"":{\""east\"":-96.62253036970849,\""north\"":40.8839456802915,\""south\"":40.8812477197085,\""west\"":-96.6252283302915}}""}"
114692,21-016,Wichita NWWTP Package 006 Filter Bldg. Embeds,"5211 W 21st St N, Wichita, KS 67205, USA","{""location"":{""lat"":37.7233663,""lng"":-97.4044747},""viewport"":{""east"":-97.4031257197085,""north"":37.72471528029149,""south"":37.72201731970849,""west"":-97.4058236802915}}","{""Street1"":""5211 W 21st St N"",""Street2"":null,""City"":""Wichita"",""State"":""KS"",""Zip"":""67205"",""Country"":""USA"",""GooglePlaceID"":""Eig1MjExIFcgMjFzdCBTdCBOLCBXaWNoaXRhLCBLUyA2NzIwNSwgVVNBIlESTwo0CjIJ-a2eckjguocRxmSzc-nJIhIaHgsQ7sHuoQEaFAoSCbGEbAF437qHEWcuhjSx3UKHDBDbKCoUChIJW_9xvknguocR8SiBaP8UCR8"",""CityStateString"":""Wichita, KS"",""Address_HTML"":""<span class=\""street-address\"">5211 W 21st St N</span>, <span class=\""locality\"">Wichita</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67205</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""5211 W 21st St N, Wichita, KS 67205, USA"",""Address_Vicinity"":""Wichita"",""DistanceToHME"":""{\""DistanceMeters\"":245239,\""DistanceMiles\"":152.38482856326198,\""DistanceText\"":\""152 mi\"",\""DurationDays\"":0.28607638888888887,\""DurationMinutes\"":137.31666666666666,\""DurationSeconds\"":8239,\""DurationText\"":\""2 hours 17 mins\"",\""TransitDurationText\"":\""2 hours, 20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":37.7233663,\""lng\"":-97.4044747},\""viewport\"":{\""east\"":-97.4031257197085,\""north\"":37.72471528029149,\""south\"":37.72201731970849,\""west\"":-97.4058236802915}}""}"
115079,21-030,Northwater Bid Pkg 22 - Moffat WTP Mods,"6949 CO-93, Golden, CO 80403, USA","{""location"":{""lat"":39.8180631,""lng"":-105.2217381},""viewport"":{""east"":-105.2203891197085,""north"":39.81941208029149,""south"":39.81671411970849,""west"":-105.2230870802915}}","{""Street1"":""6949 CO-93"",""Street2"":null,""City"":""Golden"",""State"":""CO"",""Zip"":""80403"",""Country"":""USA"",""GooglePlaceID"":""EiE2OTQ5IENPLTkzLCBHb2xkZW4sIENPIDgwNDAzLCBVU0EiURJPCjQKMgm9lGd3KJBrhxH0-LXXbzh6oBoeCxDuwe6hARoUChIJdTzNzf2Va4cRWsuW82Iknx0MEKU2KhQKEgkbJb1nR5JrhxGsPxPIgIK7Fw"",""CityStateString"":""Golden, CO"",""Address_HTML"":""<span class=\""street-address\"">6949 CO-93</span>, <span class=\""locality\"">Golden</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">80403</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""6949 CO-93, Golden, CO 80403, USA"",""Address_Vicinity"":""Golden"",""DistanceToHME"":""{\""DistanceMeters\"":888164,\""DistanceMiles\"":551.880895273839,\""DistanceText\"":\""552 mi\"",\""DurationDays\"":0.9807638888888889,\""DurationMinutes\"":470.76666666666665,\""DurationSeconds\"":28246,\""DurationText\"":\""7 hours 51 mins\"",\""TransitDurationText\"":\""7 hours, 51 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.8180631,\""lng\"":-105.2217381},\""viewport\"":{\""east\"":-105.2203891197085,\""north\"":39.81941208029149,\""south\"":39.81671411970849,\""west\"":-105.2230870802915}}""}"
115699,21-046,Bioscience 5,"2200 Racine St, Aurora, CO 80011, USA","{""location"":{""lat"":39.7492871,""lng"":-104.8433647},""viewport"":{""east"":-104.8413969697085,""north"":39.75035993029149,""south"":39.7476619697085,""west"":-104.8440949302915}}","{""Street1"":""2200 Racine St"",""Street2"":null,""City"":""Aurora"",""State"":""CO"",""Zip"":""80011-6330"",""Country"":""USA"",""GooglePlaceID"":""ChIJvZjNft1jbIcRibf-DlbZhXk"",""CityStateString"":""Aurora, CO"",""Address_HTML"":""<span class=\""street-address\"">2200 Racine St</span>, <span class=\""locality\"">Aurora</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">80011-6330</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2200 Racine St, Aurora, CO 80011, USA"",""Address_Vicinity"":""Aurora"",""DistanceToHME"":""{\""DistanceMeters\"":855917,\""DistanceMiles\"":531.8434886350926,\""DistanceText\"":\""532 mi\"",\""DurationDays\"":0.9459722222222222,\""DurationMinutes\"":454.06666666666666,\""DurationSeconds\"":27244,\""DurationText\"":\""7 hours 34 mins\"",\""TransitDurationText\"":\""7 hours, 36 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.7492871,\""lng\"":-104.8433647},\""viewport\"":{\""east\"":-104.8413969697085,\""north\"":39.75035993029149,\""south\"":39.7476619697085,\""west\"":-104.8440949302915}}""}"
115878,21-052,Sister Grove 4.10 Solids Handling,"3360 FM2933, McKinney, TX 75071, USA","{""location"":{""lat"":33.2330941,""lng"":-96.5751391},""viewport"":{""east"":-96.57379011970849,""north"":33.23444308029149,""south"":33.23174511970849,""west"":-96.5764880802915}}","{""Street1"":""3360 FM2933"",""Street2"":null,""City"":""McKinney"",""State"":""TX"",""Zip"":""75071"",""Country"":""USA"",""GooglePlaceID"":""EiQzMzYwIEZNMjkzMywgTWNLaW5uZXksIFRYIDc1MDcxLCBVU0EiURJPCjQKMgmpcPcaYw1MhhEi_gudzvKNLhoeCxDuwe6hARoUChIJD9eY-i4TTIYRDGecdG4wGHEMEKAaKhQKEgllDJj1RA1MhhFzodwG0Ce-sQ"",""CityStateString"":""McKinney, TX"",""Address_HTML"":""<span class=\""street-address\"">3360 FM2933</span>, <span class=\""locality\"">McKinney</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">75071</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3360 FM2933, McKinney, TX 75071, USA"",""Address_Vicinity"":""McKinney"",""DistanceToHME"":""{\""DistanceMeters\"":802011,\""DistanceMiles\"":498.3477698932482,\""DistanceText\"":\""498 mi\"",\""DurationDays\"":0.9190277777777778,\""DurationMinutes\"":441.1333333333333,\""DurationSeconds\"":26468,\""DurationText\"":\""7 hours 21 mins\"",\""TransitDurationText\"":\""7 hours, 22 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":33.2330941,\""lng\"":-96.5751391},\""viewport\"":{\""east\"":-96.57379011970849,\""north\"":33.23444308029149,\""south\"":33.23174511970849,\""west\"":-96.5764880802915}}""}"
115882,21-053,Allison WWTP Lift Station & Plant Improvements,"4104 Allison Rd, Corpus Christi, TX 78410, USA","{""location"":{""lat"":27.8556648,""lng"":-97.5656173},""viewport"":{""east"":-97.5642683197085,""north"":27.85701378029151,""south"":27.8543158197085,""west"":-97.56696628029151}}","{""Street1"":""4104 Allison Rd"",""Street2"":null,""City"":""Corpus Christi"",""State"":""TX"",""Zip"":""78410"",""Country"":""USA"",""GooglePlaceID"":""Ei40MTA0IEFsbGlzb24gUmQsIENvcnB1cyBDaHJpc3RpLCBUWCA3ODQxMCwgVVNBIlESTwo0CjIJg4W03VVkaIYRxGg6kYmL9DQaHgsQ7sHuoQEaFAoSCQVHsPbFZGiGEVJ0gNBHXi-JDBCIICoUChIJg4W03VVkaIYR6cxVMqx7QlY"",""CityStateString"":""Corpus Christi, TX"",""Address_HTML"":""<span class=\""street-address\"">4104 Allison Rd</span>, <span class=\""locality\"">Corpus Christi</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">78410</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""4104 Allison Rd, Corpus Christi, TX 78410, USA"",""Address_Vicinity"":""Corpus Christi"",""DistanceToHME"":""{\""DistanceMeters\"":1433977,\""DistanceMiles\"":891.03421278288,\""DistanceText\"":\""891 mi\"",\""DurationDays\"":1.6053472222222223,\""DurationMinutes\"":770.5666666666667,\""DurationSeconds\"":46234,\""DurationText\"":\""12 hours 51 mins\"",\""TransitDurationText\"":\""1 day, 4 hours, 53 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":27.8556648,\""lng\"":-97.5656173},\""viewport\"":{\""east\"":-97.5642683197085,\""north\"":27.85701378029151,\""south\"":27.8543158197085,\""west\"":-97.56696628029151}}""}"
116394,21-070,(921-231) WWTP Expansion & Reuse Pump Station,"1801 Park Blvd, Cleburne, TX 76033, USA","{""location"":{""lat"":32.3140571,""lng"":-97.3939319},""viewport"":{""east"":-97.3926030197085,""north"":32.31546158029149,""south"":32.31276361970849,""west"":-97.39530098029151}}","{""Street1"":""1801 Park Blvd"",""Street2"":null,""City"":""Cleburne"",""State"":""TX"",""Zip"":""76033"",""Country"":""USA"",""GooglePlaceID"":""ChIJk9kMRIdIToYRjDH1S4KFVgk"",""CityStateString"":""Cleburne, TX"",""Address_HTML"":""<span class=\""street-address\"">1801 Park Blvd</span>, <span class=\""locality\"">Cleburne</span>, <span class=\""region\"">TX</span> <span class=\""postal-code\"">76033</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1801 Park Blvd, Cleburne, TX 76033, USA"",""Address_Vicinity"":""Cleburne"",""DistanceToHME"":""{\""DistanceMeters\"":858540,\""DistanceMiles\"":533.4733493233251,\""DistanceText\"":\""533 mi\"",\""DurationDays\"":0.9807986111111112,\""DurationMinutes\"":470.78333333333336,\""DurationSeconds\"":28247,\""DurationText\"":\""7 hours 51 mins\"",\""TransitDurationText\"":\""7 hours, 51 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":32.3140571,\""lng\"":-97.3939319},\""viewport\"":{\""east\"":-97.3926030197085,\""north\"":32.31546158029149,\""south\"":32.31276361970849,\""west\"":-97.39530098029151}}""}"
116463,21-071,"Wastewater Treatment Facility Improvements - Perry, IA","Ivy Pl, Perry, IA 50220, USA","{""location"":{""lat"":41.8287612,""lng"":-94.1109504},""viewport"":{""east"":-94.10960141970848,""north"":41.83011018029149,""south"":41.82741221970849,""west"":-94.1122993802915}}","{""Street1"":""Ivy Pl"",""Street2"":null,""City"":""Perry"",""State"":""IA"",""Zip"":""50220"",""Country"":""USA"",""GooglePlaceID"":""EhxJdnkgUGwsIFBlcnJ5LCBJQSA1MDIyMCwgVVNBIi4qLAoUChIJX5sZ7d9K7IcRtQVjsy996HASFAoSCae_yfLLSuyHEbhBGMeXpqUN"",""CityStateString"":""Perry, IA"",""Address_HTML"":""<span class=\""street-address\"">Ivy Pl</span>, <span class=\""locality\"">Perry</span>, <span class=\""region\"">IA</span> <span class=\""postal-code\"">50220</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Ivy Pl, Perry, IA 50220, USA"",""Address_Vicinity"":""Perry"",""DistanceToHME"":""{\""DistanceMeters\"":455627,\""DistanceMiles\"":283.1141958815415,\""DistanceText\"":\""283 mi\"",\""DurationDays\"":0.5353125,\""DurationMinutes\"":256.95,\""DurationSeconds\"":15417,\""DurationText\"":\""4 hours 17 mins\"",\""TransitDurationText\"":\""4 hours, 20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":41.8287612,\""lng\"":-94.1109504},\""viewport\"":{\""east\"":-94.10960141970848,\""north\"":41.83011018029149,\""south\"":41.82741221970849,\""west\"":-94.1122993802915}}""}"
116585,21-079,Hefner WTP Lime System Improvements,"3827 W Hefner Rd, Oklahoma City, OK 73120, USA","{""location"":{""lat"":35.58301859999999,""lng"":-97.58944},""viewport"":{""east"":-97.58806391970849,""north"":35.58420718029149,""south"":35.58150921970849,""west"":-97.5907618802915}}","{""Street1"":""3827 W Hefner Rd"",""Street2"":null,""City"":""Oklahoma City"",""State"":""OK"",""Zip"":""73120-5003"",""Country"":""USA"",""GooglePlaceID"":""ChIJ6wK8YWcbsocRyZenG0dQPHA"",""CityStateString"":""Oklahoma City, OK"",""Address_HTML"":""<span class=\""street-address\"">3827 W Hefner Rd</span>, <span class=\""locality\"">Oklahoma City</span>, <span class=\""region\"">OK</span> <span class=\""postal-code\"">73120-5003</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3827 W Hefner Rd, Oklahoma City, OK 73120, USA"",""Address_Vicinity"":""Oklahoma City"",""DistanceToHME"":""{\""DistanceMeters\"":482443,\""DistanceMiles\"":299.77692718754275,\""DistanceText\"":\""300 mi\"",\""DurationDays\"":0.5361805555555555,\""DurationMinutes\"":257.3666666666667,\""DurationSeconds\"":15442,\""DurationText\"":\""4 hours 17 mins\"",\""TransitDurationText\"":\""4 hours, 20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":35.58301859999999,\""lng\"":-97.58944},\""viewport\"":{\""east\"":-97.58806391970849,\""north\"":35.58420718029149,\""south\"":35.58150921970849,\""west\"":-97.5907618802915}}""}"
